"Date","trend"
2018-01-01,8.0823035037896
2018-02-01,8.07906769904248
2018-03-01,8.07583189429535
2018-04-01,8.07062123737406
2018-05-01,8.06541058045276
2018-06-01,8.06169016302251
2018-07-01,8.05796974559226
2018-08-01,8.05444902563071
2018-09-01,8.05092830566915
2018-10-01,8.03392118631872
2018-11-01,8.01691406696829
2018-12-01,8.00981923760435
2019-01-01,8.00272440824041
2019-02-01,7.99061580570425
2019-03-01,7.97850720316809
2019-04-01,7.97852496019101
2019-05-01,7.97854271721393
2019-06-01,7.98402041947441
2019-07-01,7.98949812173489
2019-08-01,7.96977323861317
2019-09-01,7.95004835549145
2019-10-01,7.91188447602325
2019-11-01,7.87372059655505
2019-12-01,7.85642247272633
2020-01-01,7.8391243488976
2020-02-01,7.85344692229805
2020-03-01,7.8677694956985
2020-04-01,7.87825209703016
2020-05-01,7.88873469836183
2020-06-01,7.89312247440431
2020-07-01,7.89751025044679
2020-08-01,7.90781112143495
2020-09-01,7.9181119924231
2020-10-01,7.93044883633645
2020-11-01,7.94278568024981
2020-12-01,7.92542940028151
2021-01-01,7.90807312031321
2021-02-01,7.88256403350579
2021-03-01,7.85705494669836
2021-04-01,7.8464154815997
2021-05-01,7.83577601650103
2021-06-01,7.84992005613926
2021-07-01,7.86406409577748
2021-08-01,7.88286160771723
2021-09-01,7.90165911965698
2021-10-01,7.91307739525418
2021-11-01,7.92449567085137
2021-12-01,7.93716280112631
2022-01-01,7.94982993140124
2022-02-01,7.94871080715619
2022-03-01,7.94759168291113
2022-04-01,7.90576629709779
2022-05-01,7.86394091128445
2022-06-01,7.78324725794101
2022-07-01,7.70255360459757
2022-08-01,7.60335326763307
2022-09-01,7.50415293066857
2022-10-01,7.40303592133486
2022-11-01,7.30191891200115
2022-12-01,7.18999146428433
2023-01-01,7.0780640165675
2023-02-01,6.98928651449884
2023-03-01,6.90050901243017
2023-04-01,6.89739596527541
2023-05-01,6.89428291812064
2023-06-01,6.89816314082242
2023-07-01,6.90204336352419
2023-08-01,6.91047995677026
2023-09-01,6.91891655001633
2023-10-01,6.93526997569196
2023-11-01,6.95162340136758
2023-12-01,6.97482189855555
