"Date","trend"
2018-01-01,68.7449907336237
2018-02-01,68.6368657480591
2018-03-01,68.5287407624946
2018-04-01,68.3834393717173
2018-05-01,68.2381379809401
2018-06-01,68.0342490705096
2018-07-01,67.8303601600792
2018-08-01,67.5922304640192
2018-09-01,67.3541007679591
2018-10-01,67.0362009366529
2018-11-01,66.7183011053466
2018-12-01,66.1771192984452
2019-01-01,65.6359374915438
2019-02-01,64.8789119198247
2019-03-01,64.1218863481055
2019-04-01,63.2549642835873
2019-05-01,62.388042219069
2019-06-01,62.0158240931919
2019-07-01,61.6436059673148
2019-08-01,62.0469069299501
2019-09-01,62.4502078925854
2019-10-01,63.1749331941392
2019-11-01,63.8996584956929
2019-12-01,64.8130148143406
2020-01-01,65.7263711329882
2020-02-01,66.8304402337361
2020-03-01,67.934509334484
2020-04-01,68.9554341105567
2020-05-01,69.9763588866294
2020-06-01,70.2147771769539
2020-07-01,70.4531954672783
2020-08-01,69.6892796039144
2020-09-01,68.9253637405505
2020-10-01,67.7510233457269
2020-11-01,66.5766829509033
2020-12-01,65.2858119807178
2021-01-01,63.9949410105324
2021-02-01,62.6363978455077
2021-03-01,61.277854680483
2021-04-01,60.1094147613175
2021-05-01,58.940974842152
2021-06-01,58.6082924039628
2021-07-01,58.2756099657736
2021-08-01,59.0023007067008
2021-09-01,59.7289914476279
2021-10-01,60.8412155893841
2021-11-01,61.9534397311403
2021-12-01,63.1554122622404
2022-01-01,64.3573847933405
2022-02-01,65.6210794761151
2022-03-01,66.8847741588896
2022-04-01,67.8414064723642
2022-05-01,68.7980387858388
2022-06-01,69.1391616824975
2022-07-01,69.4802845791563
2022-08-01,69.3483616438085
2022-09-01,69.2164387084607
2022-10-01,68.9318145123742
2022-11-01,68.6471903162877
2022-12-01,68.2649035083349
2023-01-01,67.8826167003821
2023-02-01,67.6258585072865
2023-03-01,67.369100314191
2023-04-01,67.4938851926623
2023-05-01,67.6186700711337
2023-06-01,67.7770689189926
2023-07-01,67.9354677668516
2023-08-01,68.1013573325093
2023-09-01,68.267246898167
2023-10-01,68.4618792578745
2023-11-01,68.656511617582
2023-12-01,68.879161797033
