"Date","trend"
2018-01-01,8.06811779788085
2018-02-01,8.40684985373517
2018-03-01,8.74558190958949
2018-04-01,9.03333488036276
2018-05-01,9.32108785113602
2018-06-01,9.57605882072304
2018-07-01,9.83102979031005
2018-08-01,10.0312960962286
2018-09-01,10.2315624021471
2018-10-01,10.1811198602164
2018-11-01,10.1306773182857
2018-12-01,10.0787195629399
2019-01-01,10.026761807594
2019-02-01,9.98581928715716
2019-03-01,9.94487676672031
2019-04-01,10.0569550252949
2019-05-01,10.1690332838696
2019-06-01,11.3127640292266
2019-07-01,12.4564947745836
2019-08-01,13.9475732332234
2019-09-01,15.4386516918632
2019-10-01,16.1555767214817
2019-11-01,16.8725017511003
2019-12-01,17.0082062297964
2020-01-01,17.1439107084925
2020-02-01,17.0780611853699
2020-03-01,17.0122116622473
2020-04-01,16.4108269800358
2020-05-01,15.8094422978244
2020-06-01,14.286609178075
2020-07-01,12.7637760583257
2020-08-01,11.243119155037
2020-09-01,9.72246225174828
2020-10-01,9.17462883869521
2020-11-01,8.62679542564214
2020-12-01,8.26660118454484
2021-01-01,7.90640694344753
2021-02-01,7.56905831320173
2021-03-01,7.23170968295593
2021-04-01,7.04073608446887
2021-05-01,6.84976248598181
2021-06-01,6.77767185271975
2021-07-01,6.7055812194577
2021-08-01,6.6827205478953
2021-09-01,6.65985987633291
2021-10-01,6.62980034585324
2021-11-01,6.59974081537357
2021-12-01,6.66387355438875
2022-01-01,6.72800629340393
2022-02-01,6.80860391188339
2022-03-01,6.88920153036285
2022-04-01,7.01174693716643
2022-05-01,7.13429234397002
2022-06-01,7.14597629143086
2022-07-01,7.1576602388917
2022-08-01,6.98215939423722
2022-09-01,6.80665854958274
2022-10-01,6.56497789490225
2022-11-01,6.32329724022177
2022-12-01,6.23197856183087
2023-01-01,6.14065988343997
2023-02-01,6.1276447261335
2023-03-01,6.11462956882704
2023-04-01,6.27888143805826
2023-05-01,6.44313330728949
2023-06-01,6.64268470464766
2023-07-01,6.84223610200583
2023-08-01,7.06365148414023
2023-09-01,7.28506686627464
2023-10-01,7.50464980905615
2023-11-01,7.72423275183767
2023-12-01,7.93435545766499
