"Date","trend"
2018-01-01,48.1989409320404
2018-02-01,48.2797570796493
2018-03-01,48.3605732272583
2018-04-01,48.4536546764164
2018-05-01,48.5467361255745
2018-06-01,48.6832433051964
2018-07-01,48.8197504848182
2018-08-01,48.9713307772186
2018-09-01,49.1229110696191
2018-10-01,49.2033493851044
2018-11-01,49.2837877005897
2018-12-01,49.6360513014556
2019-01-01,49.9883149023214
2019-02-01,50.4844713401371
2019-03-01,50.9806277779528
2019-04-01,51.3381515130936
2019-05-01,51.6956752482343
2019-06-01,51.8360893737955
2019-07-01,51.9765034993567
2019-08-01,51.8148353584547
2019-09-01,51.6531672175526
2019-10-01,51.5156717336292
2019-11-01,51.3781762497058
2019-12-01,51.2869145912337
2020-01-01,51.1956529327616
2020-02-01,51.3756227503128
2020-03-01,51.5555925678641
2020-04-01,52.0870022997725
2020-05-01,52.618412031681
2020-06-01,53.5588509381107
2020-07-01,54.4992898445405
2020-08-01,55.6952657036208
2020-09-01,56.8912415627011
2020-10-01,58.0034281833134
2020-11-01,59.1156148039256
2020-12-01,60.0520417891249
2021-01-01,60.9884687743242
2021-02-01,61.8262101325454
2021-03-01,62.6639514907667
2021-04-01,63.2230692395287
2021-05-01,63.7821869882907
2021-06-01,63.8867297722061
2021-07-01,63.9912725561215
2021-08-01,63.9227058924205
2021-09-01,63.8541392287195
2021-10-01,63.7238807170905
2021-11-01,63.5936222054615
2021-12-01,63.2301903982716
2022-01-01,62.8667585910817
2022-02-01,62.4044538934392
2022-03-01,61.9421491957968
2022-04-01,61.6740800444735
2022-05-01,61.4060108931502
2022-06-01,61.3765331165214
2022-07-01,61.3470553398925
2022-08-01,61.4339717636296
2022-09-01,61.5208881873667
2022-10-01,61.6838508125214
2022-11-01,61.8468134376761
2022-12-01,62.1302493663767
2023-01-01,62.4136852950772
2023-02-01,62.6624153627698
2023-03-01,62.9111454304624
2023-04-01,63.0797277801318
2023-05-01,63.2483101298013
2023-06-01,63.3837470157047
2023-07-01,63.519183901608
2023-08-01,63.6514370511539
2023-09-01,63.7836902006998
2023-10-01,63.9216427303112
2023-11-01,64.0595952599227
2023-12-01,64.1977497344958
