"Date","trend"
2018-01-01,8.56210461283912
2018-02-01,9.4741058982091
2018-03-01,10.3861071835791
2018-04-01,11.2580932303747
2018-05-01,12.1300792771704
2018-06-01,12.8952371388288
2018-07-01,13.6603950004872
2018-08-01,14.2649145006576
2018-09-01,14.8694340008279
2018-10-01,15.0561396629559
2018-11-01,15.2428453250838
2018-12-01,14.9519918720688
2019-01-01,14.6611384190537
2019-02-01,13.8805314216562
2019-03-01,13.0999244242587
2019-04-01,11.7034747267201
2019-05-01,10.3070250291815
2019-06-01,9.24119858042409
2019-07-01,8.17537213166668
2019-08-01,8.15197982352353
2019-09-01,8.12858751538039
2019-10-01,8.31016327679615
2019-11-01,8.49173903821191
2019-12-01,8.69358302801614
2020-01-01,8.89542701782037
2020-02-01,9.14681454425144
2020-03-01,9.39820207068251
2020-04-01,9.51904502673794
2020-05-01,9.63988798279337
2020-06-01,9.59152212571367
2020-07-01,9.54315626863397
2020-08-01,9.3945406754649
2020-09-01,9.24592508229584
2020-10-01,9.15338749503392
2020-11-01,9.060849907772
2020-12-01,8.98712892192997
2021-01-01,8.91340793608795
2021-02-01,8.90926005234361
2021-03-01,8.90511216859927
2021-04-01,8.86073109201715
2021-05-01,8.81635001543504
2021-06-01,8.69513615204409
2021-07-01,8.57392228865314
2021-08-01,8.44049690778238
2021-09-01,8.30707152691163
2021-10-01,8.31276441440389
2021-11-01,8.31845730189615
2021-12-01,8.36627585152354
2022-01-01,8.41409440115093
2022-02-01,8.51060075187499
2022-03-01,8.60710710259906
2022-04-01,8.63156491620782
2022-05-01,8.65602272981657
2022-06-01,8.5971263393903
2022-07-01,8.53822994896403
2022-08-01,8.47137555169395
2022-09-01,8.40452115442386
2022-10-01,8.47281952422392
2022-11-01,8.54111789402398
2022-12-01,8.69903936093349
2023-01-01,8.85696082784301
2023-02-01,9.10591509951651
2023-03-01,9.35486937119001
2023-04-01,9.29641054062449
2023-05-01,9.23795171005898
2023-06-01,9.14647169211154
2023-07-01,9.05499167416411
2023-08-01,8.93742472929895
2023-09-01,8.81985778443379
2023-10-01,8.64375599111374
2023-11-01,8.46765419779369
2023-12-01,8.23534230243378
