"Date","trend"
2018-01-01,6.23013040042395
2018-02-01,6.24857697019903
2018-03-01,6.26702353997412
2018-04-01,6.28761322033955
2018-05-01,6.30820290070497
2018-06-01,6.3287438352445
2018-07-01,6.34928476978402
2018-08-01,6.36660569402374
2018-09-01,6.38392661826346
2018-10-01,6.40950675815258
2018-11-01,6.4350868980417
2018-12-01,6.47445537815478
2019-01-01,6.51382385826785
2019-02-01,6.54225154437121
2019-03-01,6.57067923047457
2019-04-01,6.58391281316128
2019-05-01,6.59714639584799
2019-06-01,6.59750572918647
2019-07-01,6.59786506252495
2019-08-01,6.57658625549112
2019-09-01,6.5553074484573
2019-10-01,6.51007407274499
2019-11-01,6.46484069703268
2019-12-01,6.41001645231246
2020-01-01,6.35519220759224
2020-02-01,6.29040597282555
2020-03-01,6.22561973805887
2020-04-01,6.1603750827651
2020-05-01,6.09513042747134
2020-06-01,6.07777723011047
2020-07-01,6.06042403274959
2020-08-01,6.12171400415426
2020-09-01,6.18300397555893
2020-10-01,6.30323900357112
2020-11-01,6.42347403158332
2020-12-01,6.56447552744714
2021-01-01,6.70547702331097
2021-02-01,6.83722527854761
2021-03-01,6.96897353378426
2021-04-01,7.07574370959159
2021-05-01,7.18251388539892
2021-06-01,7.23335993701636
2021-07-01,7.28420598863381
2021-08-01,7.27460286133387
2021-09-01,7.26499973403392
2021-10-01,7.24523538041163
2021-11-01,7.22547102678933
2021-12-01,7.23209093371189
2022-01-01,7.23871084063446
2022-02-01,7.2911456286266
2022-03-01,7.34358041661874
2022-04-01,7.41720019984168
2022-05-01,7.49081998306461
2022-06-01,7.55490844474857
2022-07-01,7.61899690643252
2022-08-01,7.636446034973
2022-09-01,7.65389516351349
2022-10-01,7.6138115088079
2022-11-01,7.57372785410231
2022-12-01,7.50461485261863
2023-01-01,7.43550185113495
2023-02-01,7.34424325444137
2023-03-01,7.2529846577478
2023-04-01,7.16337469391168
2023-05-01,7.07376473007557
2023-06-01,6.98019109014002
2023-07-01,6.88661745020447
2023-08-01,6.79959951157926
2023-09-01,6.71258157295405
2023-10-01,6.63206990568234
2023-11-01,6.55155823841063
2023-12-01,6.47418428024308
